,factor_0,factor_1,factor_2,factor_3,factor_4
2013-02-04,0.9903929090178992,0.9444273029485907,0.8886641539288427,1.0482578482331126,0.7213913274871494
2013-02-05,0.9925129173679841,0.942400352547333,0.8870426943219492,1.0480253274001734,0.7215051575144356
2013-02-06,0.9947464928161204,0.9405083255389642,0.8854634657121165,1.0482190079046638,0.7220717634400756
2013-02-07,0.9968258984178511,0.9386853243913145,0.8840557493135793,1.0489415261877224,0.7221935609506397
2013-02-08,0.9991988724388772,0.9367987894404625,0.8827422167880282,1.0492314391663369,0.7224957938732853
2013-02-18,1.0004318504495935,0.9345941136659242,0.8811034043332906,1.0494146371314628,0.722721052319125
2013-02-19,1.0023218585363383,0.9325740576612518,0.8788777572825411,1.0492519200770944,0.7233501582605462
2013-02-20,1.0032578370417624,0.9308331849913676,0.8767128016451984,1.0489603014384499,0.7232394011801595
2013-02-21,1.0031628343707133,0.9299441525369374,0.8744873385236175,1.0487246325466033,0.7226452217032792
2013-02-22,1.00298106830208,0.9290487236849369,0.8722231142042604,1.0479378696647357,0.7217909606591442
2013-02-25,1.0025212329176223,0.9274931049825239,0.8704825806053982,1.0477804077746504,0.7206704065774344
2013-02-26,1.0006473823734885,0.9264398069377353,0.8696112758438299,1.0482212907929114,0.7194088191734214
2013-02-27,0.9993555943947491,0.9256861258983634,0.8687632683591452,1.0488441553784438,0.7183082866131907
2013-02-28,0.9985320220188209,0.9240515457421717,0.8682581963145634,1.049452455879622,0.7175247460995234
2013-03-01,0.9970751340539635,0.9222182655974348,0.8680584694002289,1.0492200668217104,0.7170378288453574
2013-03-04,0.9951099903510958,0.9210667623885226,0.8674819747619619,1.047770108867359,0.7162081462311417
2013-03-05,0.9937771765226834,0.9192823682851587,0.866957177199947,1.0463084298393432,0.7156415063632386
2013-03-06,0.9920795411569441,0.917805370898471,0.8664056723998329,1.0449848075489439,0.7150685864733225
2013-03-07,0.9895661882286737,0.9166598204191507,0.8659875818048165,1.0437516984998163,0.7142788874470096
2013-03-08,0.986756781998852,0.9158280846944602,0.8657479353641205,1.0424643989427334,0.7135130016639022
2013-03-11,0.9833522242990842,0.9146896302569674,0.8656792718124106,1.0417145733087683,0.7123863643118435
2013-03-12,0.9790754261124985,0.9142418043051943,0.8657818412499331,1.0418196909858233,0.7115436812032646
2013-03-13,0.9741928501025512,0.9138493163074198,0.866219605135367,1.0417257765166223,0.7106517405142185
2013-03-14,0.9688128544598473,0.9135182700260732,0.8672019910915364,1.0412971579601034,0.7086663440315323
2013-03-15,0.9639340754305856,0.9134816284794397,0.8680802146373586,1.0404296663260144,0.7062874530541899
2013-03-18,0.9581920308782912,0.9135354803812531,0.8693417292706258,1.0393499514667177,0.7047123510667712
2013-03-19,0.9527532175183181,0.9138365536444867,0.8705683321986254,1.0380874645400826,0.7033845960394551
2013-03-20,0.9488625270097065,0.9138874845777328,0.8719840817747216,1.036331543895519,0.7026945557566093
2013-03-21,0.9454072571535147,0.9133760672115168,0.8737092112433543,1.034623580744171,0.7018843667696276
2013-03-22,0.9417592450324914,0.913118530399268,0.8757490841425256,1.0334720240106086,0.7009829493627018
2013-03-25,0.9394098398378412,0.9125316987226013,0.8774934300204918,1.0329556670785651,0.7002539173961647
2013-03-26,0.9368184482706033,0.9120573514545125,0.879504675884033,1.0334018028410374,0.7000151573559068
2013-03-27,0.9344918998114139,0.9118954235533654,0.8811365746848325,1.0322484953034259,0.7000276105213651
2013-03-28,0.9319791336810926,0.9120908861267166,0.8822775302445366,1.030502455630444,0.6995243665228972
2013-03-29,0.9286919129831371,0.9121445989422676,0.8836717051533893,1.028924746132321,0.6983267886628017
2013-04-01,0.9240812407387121,0.9123106694293712,0.8851520618796533,1.0277058322084358,0.6974273943642931
2013-04-02,0.9203916371488741,0.9130244721673204,0.8857264623129756,1.0276898508680754,0.6964104177092981
2013-04-03,0.917387058955199,0.9128219251739778,0.8864694095345274,1.0285685540353704,0.6961040776974311
2013-04-08,0.9138971652803018,0.9131229676027128,0.8867072067365394,1.0296904963021976,0.6952739767074421
2013-04-09,0.9104976801166815,0.913525505006401,0.8865199445292643,1.0311849008069267,0.6943336698628835
2013-04-10,0.907583051712242,0.9137851947209857,0.8859425188696739,1.0320801975253506,0.6932178574823369
2013-04-11,0.9042271582517107,0.9136999501774317,0.8857739329812581,1.0338177291468793,0.6922069961588102
